idproducto_onu;nombreproducto_onu;id_nivel3;nombre_nivel3;nombre_nivel2;nombre_nivel1
42152504;Vendajes dentales;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152505;Silla de examen dental;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152506;Bolitas absorbentes dentales;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152507;Rollos dentales;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152508;Jeringas dentales, agujas o jeringas con agujas;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152509;Cubiertas desechables de bandejas dentales;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152510;Estuches o fundas para instrumentos o sets odontológicos;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152511;Platillos odontológicos;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152512;Pinzas odontológicas;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152513;Vasos de medición odontológicos;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152514;Contenedores de desechos odontológicos o accesorios;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152516;Palanganas de mezcla odontológicas;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152517;Sujeciones o dispensadores de paños protectores odontológicos;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152518;Dispensadores de material odontológico;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152519;Kits de accesorios de jeringas odontológicas;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152520;Escupideras odontológicas;42152500;Suministros dentales generales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152601;Papeles de articulación en la operación dental o productos relacionados;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152602;Barreras de control de la infección en la operación dental;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152603;Pernetes de retención en la operación dental o productos relacionados;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152604;Cuerdas de retracción en la operación dental;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152605;Sets de sialografía odontológica;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152606;Férulas odontológicas o sets;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152607;Anillas para instrumental odontológico;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152608;Cartuchos de ligamento de ortodoncia;42152600;Suministros específicos para la operatoria dental;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152701;Articuladores dentales o accesorios;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152702;Soluciones hemostáticas dentales;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152703;Pernos o puntales dentales o suministros relacionados;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152704;Retenedores dentales;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152705;Corchetes de aparatos ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152706;Soportes ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152707;Tubos bucales ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152708;Resortes espirales ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152709;Elásticos ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152710;Elastoméricos ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152711;Roscas de expansión ortodónticas;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152712;Bandas de muelas ortodónticas;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152713;Alicates ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152714;Fundas de retenedores ortodónticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152715;Bandas de montadura ortodónticas;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152716;Cierres o cerraduras ortodonticos;42152700;Equipo y suministros ortodónticos y prostodónticos;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152801;Cinceles periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152802;Limas periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152803;Azadas periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152804;Instrumentos de ensayo para interfaz de implante periodontal al hueso;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152805;Instrumentos de control periodontio;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152806;Disectores de tejido periodontal;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152807;Pastas protectoras periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152808;Legras periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152809;Cuchillas periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42152810;Membranas periodontales;42152800;Equipo y suministros periodontales;Equipos y suministros odontológicos;Equipamiento y suministros médicos
42161501;Sets de transferencia de diálisis peritoneal ambulatoria continua (CAPD);42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161502;Calentadores ‘dialisates’ peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161503;Juegos de cateterización o administración de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161504;Adaptadores o abrazadoras o conectores de catéter de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161505;Recipientes o sacos de drenaje de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161506;Anastomosis de diálisis peritoneal o catéteres o de acceso a aparatos interiores;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161507;Soluciones de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161508;Correas o arneses de la unidad de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161509;Unidades de diálisis peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161510;Kits de lavado peritoneal;42161500;Equipo de diálisis peritoneal;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161601;Kits o sets de administración de hemodiálisis o accesorios;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161602;Muestras de saco de sangre de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161603;Aparato de demanda para oxígeno sanguíneo de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161604;Sillas de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161605;Calibres de conductividad ‘dialisate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161606;Detectores de nivel ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161607;Bombas de presión ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161608;Soluciones ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161609;Tanques ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161610;Tubos ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161611;Baños calientes ‘dialsate’ de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161612;Filtros celuloides de diálizer de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161613;Filtros colodión de diálizer de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161614;Filtros huecos de filamento de diálizer de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161615;Sistemas de reprocesar el diálizer de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161616;Detectores de burbuja de aire o espuma o embolla de la unidad de hemodiálisis o trampas o alertas;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161617;Controles de la presión arterial de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161618;Abrazaderas de la línea sanguínea de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161619;Topes de puerto sanguíneo de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161620;Bombas sanguíneas de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161621;Topes de puerto ‘dialsate’ de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161622;Desinfectantes o agentes de limpieza de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161623;Bombas para infusión de heparina de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161624;Controladores de aguja simple de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161625;Convertidores de paso único de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161626;Estantes o soportes o carros de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161627;Controles de temperatura de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161628;Equipo de prueba de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161629;Filtros transductores de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161630;Protectores de transductor de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161631;Sistemas de purificación de agua de la unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161632;Unidad de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161633;Membranas de dialisado de aparatos de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161634;Bandejas de tratamiento de hemodiálisis o accesorios;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161635;Cartuchos para aparatos de hemodiálisis;42161600;Equipo de hemodiálisis extracorpórea y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161701;Hemafiltros;42161700;Equipo de hemofiltración y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161702;Sacos de colección de hemofiltrato;42161700;Equipo de hemofiltración y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161703;Puertos de infusión de hemofiltración;42161700;Equipo de hemofiltración y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161704;Puertos de muestras de hemofiltración;42161700;Equipo de hemofiltración y suministros;Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161801;Unidades de hemodiálisis arteriovenosa continua (CAVHD) o productos relacionados;42161800;Equipo y suministros de terapia renal sustitutoria continua (CRRT);Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161802;Unidades de filtrado sanguíneo arteriovenoso continuo (CAVH) o productos relacionados;42161800;Equipo y suministros de terapia renal sustitutoria continua (CRRT);Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161803;Unidades de hemofiltración venovenosa continua o productos relacionados;42161800;Equipo y suministros de terapia renal sustitutoria continua (CRRT);Equipo y suministros para diálisis;Equipamiento y suministros médicos
42161804;Unidades de ultrafiltración lenta continua (SCUF) o productos relacionados;42161800;Equipo y suministros de terapia renal sustitutoria continua (CRRT);Equipo y suministros para diálisis;Equipamiento y suministros médicos
42171501;Bolsas del cuerpo en desastre para servicios médicos de urgencia;42171500;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171502;Etiquetas triage de servicios médicos de urgencia;42171500;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171601;Camillas de evacuación por aire o accesorios;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171602;Literas de ambulancia o accesorios;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171603;Vestuario antichoque;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171604;Camillas cestas o accesorios;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171605;Lazos cinch de rescate;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171606;Tablillas de aire de servicios médicos de urgencia;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171607;Collarines para sacar o collarines cervicales, de servicios médicos de urgencia;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171608;Inmovilizadores de cabeza de servicios médicos de urgencia;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171609;Correas para las tablas de columna vertebral o para controlar, de servicios médicos de urgencia;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171610;Inmovilizadores de torso de servicios médicos de urgencia;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171611;Literas o camillas de respuesta de urgencia o accesorios;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171612;Camillas de recoger o accesorios;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171613;Tablas para la columna vertebral;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171614;Cubos o tubos de agua para el rescate;42171600;Productos médicos de urgencia para catástrofes;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171701;Mantas de rescate o de urgencia;42171700;Mantas médicas para urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171702;Mantas de primeros auxilios;42171700;Mantas médicas para urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171703;Mantas o envolturas contra el calor, de servicios médicos de urgencia;42171700;Mantas médicas para urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171704;Pañales de bebe o lanillas de servicios médicos de urgencia;42171700;Mantas médicas para urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171801;Equipos de intubación o del vía de aire orofaríngeo de servicios médicos de urgencia;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171802;Equipos de laringoscopio de servicios médicos de urgencia;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171803;Unidades de succión de servicios médicos de urgencia o accesorios;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171804;Equipos de cricotirotomía o tubos traqueal de servicios médicos de urgencia;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171805;Extendedores de mandíbula;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171806;Palos de convulsiones;42171800;Productos médicos de urgencia para respiración artificial;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171901;Bolsas de gestión del vía de aire para servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171902;Cajas desfibriladoras para servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171903;Cajas de medicamentos de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171904;Estuches o bolsas para productos de extracción para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171905;Estuches de equipo intravenoso (IV) para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171906;Cajas de intubación de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171907;Bolsos de laringoscopios de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171908;Cajas de salvavidas de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171909;Packs de traumatismo de respuesta a larga distancia (LDR) para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171910;Cajas paramédicas de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171911;Oxígeno portátil o cajas de resucitación de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171912;Estuches o bolsas de rescate para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171913;Bolsas o cajas de respuesta de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171914;Cajas o bolsas de trauma de servicios médicos de urgencia;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171915;Estuches o bolsas de técnicos médicos de urgencias (EMT) para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171916;Estuches o bolsas de transporte o almacenamiento de sets de inmovilización para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171917;Estuches o bolsas de primeros auxilios para los servicios médicos de urgencias o accesorios;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171918;Estuches de sets de tratamiento de víctimas de intoxicación por gas para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171919;Estuches o fundas de evacuación para los servicios médicos de urgencias;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42171920;Estuches o bolsas para vestuario de servicios médicos de urgencias o accesorios;42171900;Contenedores de almacenaje para servicios médicos de urgencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172001;Equipos de primer auxilio de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172002;Equipos de primera respuesta de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172003;Kits de equipo intravenoso (IV) para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172004;Equipos de salvavidas de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172005;Kits de traumatismo de respuesta a larga distancia (LDR) para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172006;Equipos de obstetricia de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172007;Equipos de resucitación o oxígeno de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172008;Equipos de ‘rappel’ de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172009;Equipos de rescate y investigación de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172010;Equipos de trauma de servicios médicos de urgencia;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172011;Kits para técnicos médicos de urgencias (EMT);42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172012;Kits de ventriculostomía para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172013;Kits de evacuación para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172014;Kits de transporte de pacientes para los servicios médicos de urgencias o accesorios;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172015;Kits de tratamiento odontológico para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172016;Kits de fracturas para los servicios médicos de urgencias;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172017;Kits para equipos médicos de campo o laboratorio, o productos relacionados;42172000;Kits para urgencias en terreno;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172101;Desfibriladores externos automatizados (AED) o paletas rígidas;42172100;Productos de resucitación de emergencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172102;Escudos o máscaras protectores para reanimación cardiopulmonar (CPR);42172100;Productos de resucitación de emergencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172103;Kits de reanimación o aspiración para urgencias;42172100;Productos de resucitación de emergencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42172201;Torniquetes o abrazaderas de servicios médicos de emergencia;42172200;Suministros médicos de emergencia;Artículos médicos para urgencias y atención en terreno;Equipamiento y suministros médicos
42181501;Depresores de la lengua o palas o palos;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181502;Transiluminadores de examen médico;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181503;Lubricantes personales o gelatinas del examen;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181504;Sets de hemacitometría;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181505;Sets o accesorios de recogida de células para endometría;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181506;Kits de determinación de agresión sexual;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181507;Cintas para cabeza de espejos de examen médico o accesorios;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
42181508;Paños limpiadores para el equipo de diagnóstico;42181500;Evaluación de diagnóstico y productos para examen de uso general;Productos para exámenes y control de pacientes;Equipamiento y suministros médicos
